"","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","id","seed","entry","name","hand","ht","ioc","age","rank","rank_points","Op_id","Op_seed","Op_entry","opponent","Op_hand","Op_ht","Op_ioc","Op_age","Op_rank","Op_rank_points","score","best_of","round","minutes","ace","df","svpt","S1stIn","S1stWon","S2ndWon","SvGms","bpSaved","bpFaced","Op_ace","Op_df","Op_svpt","Op_S1stIn","Op_S1stWon","Op_S2ndWon","Op_SvGms","Op_bpSaved","Op_bpFaced","Win"
"930","2017-1051","Stuttgart","Clay",32,"I",20170424,280,204426,NA,"Q","Anett Kontaveit","R",NA,"EST",21.33333333,73,801,211951,NA,"","Ana Konjuh","R",NA,"CRO",19.32375086,34,1507,"7-6(5) 6-4",3,"R32",87,5,2,69,42,32,17,11,2,3,4,4,77,40,31,17,11,5,7,1
"931","2017-1051","Stuttgart","Clay",32,"I",20170424,279,201345,NA,"WC","Maria Sharapova","R",NA,"RUS",30.01505818,NA,NA,201311,NA,"","Roberta Vinci","R",163,"ITA",34.17932923,36,1435,"7-5 6-3",3,"R32",103,11,3,63,37,30,14,10,5,6,0,2,94,60,38,12,11,8,12,1
"932","2017-1051","Stuttgart","Clay",32,"I",20170424,278,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.8788501,43,1250,201474,7,"","Agnieszka Radwanska","R",170,"POL",28.13415469,8,4205,"6-2 6-4",3,"R32",88,2,1,62,42,28,8,9,5,7,2,0,65,39,25,7,9,10,15,1
"933","2017-1051","Stuttgart","Clay",32,"I",20170424,277,202427,6,"","Johanna Konta","R",NA,"GBR",25.93839836,7,4330,211768,NA,"Q","Naomi Osaka","R",NA,"JPN",19.52087611,46,1113,"7-6(5) 3-6 6-1",3,"R32",118,7,4,84,54,40,16,14,5,8,5,4,81,52,35,12,14,0,4,1
"934","2017-1051","Stuttgart","Clay",32,"I",20170424,276,201545,NA,"","Anastasija Sevastova","U",NA,"LAT",27.03080082,26,1760,201325,NA,"","Samantha Stosur","R",172,"AUS",33.06776181,18,2120,"6-1 4-6 6-3",3,"R32",109,1,2,88,58,39,19,13,2,3,3,3,79,56,38,11,13,7,11,1
"935","2017-1051","Stuttgart","Clay",32,"I",20170424,275,201366,NA,"","Barbora Zahlavova Strycova","R",164,"CZE",31.07460643,17,2130,206108,NA,"LL","Jennifer Brady","R",NA,"USA",22.03422313,76,779,"6-2 6-2",3,"R32",73,0,0,42,27,20,13,8,0,0,0,4,61,35,23,8,8,3,7,1
"936","2017-1051","Stuttgart","Clay",32,"I",20170424,273,201320,8,"","Svetlana Kuznetsova","R",174,"RUS",31.82477755,9,4025,202428,NA,"","Kiki Bertens","R",182,"NED",25.37166324,20,1988,"6-3 5-7 6-3",3,"R32",153,3,3,95,67,47,14,15,3,5,6,8,101,64,47,14,15,4,8,1
"937","2017-1051","Stuttgart","Clay",32,"I",20170424,272,201696,NA,"WC","Laura Siegemund","R",NA,"GER",29.13894593,49,1096,201533,NA,"","Shuai Zhang","R",NA,"CHN",28.25462012,32,1510,"6-2 7-6(4)",3,"R32",104,1,2,85,68,40,8,10,5,7,0,2,64,48,30,2,10,4,8,1
"938","2017-1051","Stuttgart","Clay",32,"I",20170424,271,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.38261465,23,1823,211533,NA,"Q","Jelena Ostapenko","R",NA,"LAT",19.87679671,50,1080,"7-6(3) 7-6(3)",3,"R32",117,9,7,99,55,38,21,12,5,9,5,9,82,45,34,13,12,6,10,1
"939","2017-1082","Prague","Clay",32,"I",20170501,300,201621,NA,"Q","Mona Barthel","R",185,"GER",26.80629706,82,737,201697,NA,"","Kristyna Pliskova","L",NA,"CZE",25.11156742,58,982,"2-6 7-5 6-2",3,"F",115,8,10,86,52,36,13,14,7,12,9,2,101,66,40,13,14,7,13,1
"940","2017-1082","Prague","Clay",32,"I",20170501,299,201621,NA,"Q","Mona Barthel","R",185,"GER",26.80629706,82,737,201366,3,"","Barbora Zahlavova Strycova","R",164,"CZE",31.09377139,18,2130,"3-6 6-2 6-3",3,"SF",127,0,4,70,47,31,13,13,3,7,1,1,100,67,40,12,13,7,13,1
"941","2017-1082","Prague","Clay",32,"I",20170501,298,201697,NA,"","Kristyna Pliskova","L",NA,"CZE",25.11156742,58,982,211533,NA,"","Jelena Ostapenko","R",NA,"LAT",19.89596167,50,1080,"6-4 6-2",3,"SF",68,17,3,49,33,29,7,9,1,2,3,4,58,28,20,13,9,2,6,1
"942","2017-1082","Prague","Clay",32,"I",20170501,297,201621,NA,"Q","Mona Barthel","R",185,"GER",26.80629706,82,737,202429,NA,"","Camila Giorgi","R",168,"ITA",25.33607118,99,605,"7-6(0) 7-6(6)",3,"QF",119,4,3,81,49,31,18,12,2,6,1,4,87,42,24,22,12,2,6,1
"943","2017-1082","Prague","Clay",32,"I",20170501,296,201366,3,"","Barbora Zahlavova Strycova","R",164,"CZE",31.09377139,18,2130,211701,8,"","Katerina Siniakova","R",NA,"CZE",20.97467488,39,1363,"6-3 5-7 6-3",3,"QF",160,2,2,99,70,47,10,15,7,12,2,1,102,71,34,18,15,6,13,1
"944","2017-1082","Prague","Clay",32,"I",20170501,295,201697,NA,"","Kristyna Pliskova","L",NA,"CZE",25.11156742,58,982,206242,NA,"Q","Beatriz Haddad Maia","L",NA,"BRA",20.91991786,144,390,"6-7(5) 6-4 6-2",3,"QF",123,12,5,106,78,60,9,15,6,8,0,2,84,56,35,14,15,1,6,1
"945","2017-1082","Prague","Clay",32,"I",20170501,294,211533,NA,"","Jelena Ostapenko","R",NA,"LAT",19.89596167,50,1080,211951,7,"","Ana Konjuh","R",NA,"CRO",19.34291581,33,1497,"3-6 6-4 6-3",3,"QF",127,5,10,92,47,35,18,14,5,10,5,8,104,68,41,15,14,9,15,1
"946","2017-1082","Prague","Clay",32,"I",20170501,293,202429,NA,"","Camila Giorgi","R",168,"ITA",25.33607118,99,605,202492,NA,"","Qiang Wang","R",NA,"CHN",25.29500342,57,984,"4-6 6-3 6-2",3,"R16",115,0,8,88,50,38,19,14,4,6,5,2,91,59,36,16,13,5,9,1
"947","2017-1082","Prague","Clay",32,"I",20170501,292,201621,NA,"Q","Mona Barthel","R",185,"GER",26.80629706,82,737,206219,NA,"","Oceane Dodin","R",NA,"FRA",20.5174538,63,928,"6-3 6-1",3,"R16",56,14,3,45,29,24,10,8,1,1,2,2,50,31,18,10,8,2,6,1
"948","2017-1082","Prague","Clay",32,"I",20170501,291,201366,3,"","Barbora Zahlavova Strycova","R",164,"CZE",31.09377139,18,2130,201556,NA,"Q","Lucie Hradecka","R",177,"CZE",31.94524298,173,317,"6-3 7-5",3,"R16",103,1,1,59,37,26,11,10,3,5,1,2,74,40,25,15,11,8,13,1
"949","2017-1082","Prague","Clay",32,"I",20170501,290,211701,8,"","Katerina Siniakova","R",NA,"CZE",20.97467488,39,1363,212001,NA,"Q","Natalia Vikhlyantseva","U",NA,"RUS",20.20260096,77,786,"4-6 6-4 6-4",3,"R16",127,1,4,89,63,41,10,15,3,9,4,4,87,56,30,16,15,4,11,1
"950","2017-1082","Prague","Clay",32,"I",20170501,289,201697,NA,"","Kristyna Pliskova","L",NA,"CZE",25.11156742,58,982,201425,5,"","Lucie Safarova","L",177,"CZE",30.23682409,37,1391,"W/O",3,"R16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"951","2017-1082","Prague","Clay",32,"I",20170501,288,206242,NA,"Q","Beatriz Haddad Maia","L",NA,"BRA",20.91991786,144,390,201325,4,"","Samantha Stosur","R",172,"AUS",33.08692676,19,2000,"6-3 6-2",3,"R16",78,2,1,55,38,31,7,9,3,4,3,1,50,28,15,10,8,3,7,1
"952","2017-1082","Prague","Clay",32,"I",20170501,287,211951,7,"","Ana Konjuh","R",NA,"CRO",19.34291581,33,1497,214954,NA,"WC","Marketa Vondrousova","L",NA,"CZE",17.84257358,115,484,"6-4 7-6(2)",3,"R16",95,3,3,82,50,32,13,11,4,8,4,3,71,46,26,8,11,0,5,1
"953","2017-1082","Prague","Clay",32,"I",20170501,286,211533,NA,"","Jelena Ostapenko","R",NA,"LAT",19.89596167,50,1080,201496,2,"","Caroline Wozniacki","R",177,"DEN",26.80629706,11,3850,"5-7 6-3 7-6(5)",3,"R16",166,3,6,106,59,36,21,16,5,13,7,0,131,94,54,13,17,14,23,1
"954","2017-1082","Prague","Clay",32,"I",20170501,285,202429,NA,"","Camila Giorgi","R",168,"ITA",25.33607118,99,605,201662,1,"","Karolina Pliskova","R",184,"CZE",25.11156742,3,6010,"7-6(6) 6-2",3,"R32",98,4,5,79,44,33,18,10,4,5,5,3,76,52,33,11,10,6,9,1
"955","2017-1082","Prague","Clay",32,"I",20170501,284,202492,NA,"","Qiang Wang","R",NA,"CHN",25.29500342,57,984,206289,NA,"","Maria Sakkari","R",NA,"GRE",21.76865161,95,648,"6-1 4-6 6-2",3,"R32",109,2,0,71,49,36,14,12,2,3,1,0,81,66,37,9,13,2,7,1
"956","2017-1082","Prague","Clay",32,"I",20170501,283,206219,NA,"","Oceane Dodin","R",NA,"FRA",20.5174538,63,928,202470,NA,"","Annika Beck","R",170,"GER",23.20328542,66,900,"7-5 6-4",3,"R32",95,2,2,67,35,20,18,11,5,9,2,1,76,64,36,3,11,6,12,1
"957","2017-1082","Prague","Clay",32,"I",20170501,282,201621,NA,"Q","Mona Barthel","R",185,"GER",26.80629706,82,737,201533,6,"","Shuai Zhang","R",NA,"CHN",28.27378508,31,1510,"6-0 6-3",3,"R32",56,5,3,48,33,25,10,8,1,1,0,2,47,31,16,7,7,3,7,1
"958","2017-1082","Prague","Clay",32,"I",20170501,281,201366,3,"","Barbora Zahlavova Strycova","R",164,"CZE",31.09377139,18,2130,201504,NA,"","Julia Goerges","R",180,"GER",28.49281314,46,1155,"6-4 6-0",3,"R32",73,2,1,52,35,23,9,8,3,5,2,5,51,29,11,8,8,6,12,1
"959","2017-1082","Prague","Clay",32,"I",20170501,280,201556,NA,"Q","Lucie Hradecka","R",177,"CZE",31.94524298,173,317,202663,NA,"","Magda Linette","R",NA,"POL",25.21560575,80,753,"6-3 6-4",3,"R32",87,10,2,66,32,24,19,10,5,6,1,1,59,45,27,7,9,5,8,1
"960","2017-1082","Prague","Clay",32,"I",20170501,279,212001,NA,"Q","Natalia Vikhlyantseva","U",NA,"RUS",20.20260096,77,786,203530,NA,"","Viktorija Golubic","R",NA,"SUI",24.53935661,55,1011,"6-1 6-1",3,"R32",60,1,2,35,22,19,6,7,0,1,1,0,60,45,15,9,7,4,10,1
"961","2017-1082","Prague","Clay",32,"I",20170501,278,211701,8,"","Katerina Siniakova","R",NA,"CZE",20.97467488,39,1363,203575,NA,"","Danka Kovinic","R",NA,"MNE",22.45037645,106,551,"6-2 4-6 6-2",3,"R32",131,4,4,91,55,33,21,13,10,13,2,8,97,50,32,15,13,14,20,1
"962","2017-1082","Prague","Clay",32,"I",20170501,277,201425,5,"","Lucie Safarova","L",177,"CZE",30.23682409,37,1391,201568,NA,"","Kristina Kucova","R",NA,"SVK",26.94045175,96,640,"3-6 7-5 6-3",3,"R32",124,9,7,110,64,44,22,15,10,13,4,6,85,50,34,19,15,4,8,1
"963","2017-1082","Prague","Clay",32,"I",20170501,276,201697,NA,"","Kristyna Pliskova","L",NA,"CZE",25.11156742,58,982,201347,NA,"WC","Jelena Jankovic","R",177,"SRB",32.16974675,56,995,"6-4 6-4",3,"R32",81,3,4,65,42,34,12,10,7,7,7,2,67,42,31,11,10,7,9,1
"964","2017-1082","Prague","Clay",32,"I",20170501,275,206242,NA,"Q","Beatriz Haddad Maia","L",NA,"BRA",20.91991786,144,390,201539,NA,"","Christina Mchale","R",170,"USA",24.97193703,45,1245,"6-3 6-4",3,"R32",90,3,1,58,40,28,9,10,0,2,1,1,56,33,18,10,9,4,8,1
"965","2017-1082","Prague","Clay",32,"I",20170501,274,201325,4,"","Samantha Stosur","R",172,"AUS",33.08692676,19,2000,201516,NA,"","Evgeniya Rodina","R",NA,"RUS",28.23545517,78,783,"6-2 6-3",3,"R32",69,5,1,53,28,23,14,9,1,2,0,4,52,40,23,3,8,6,10,1
"966","2017-1082","Prague","Clay",32,"I",20170501,273,211951,7,"","Ana Konjuh","R",NA,"CRO",19.34291581,33,1497,202450,NA,"WC","Jana Cepelova","R",168,"SVK",23.92334018,85,709,"6-2 6-2",3,"R32",72,6,3,66,38,25,14,8,0,1,1,4,59,44,23,4,8,2,7,1
"967","2017-1082","Prague","Clay",32,"I",20170501,272,214954,NA,"WC","Marketa Vondrousova","L",NA,"CZE",17.84257358,115,484,202489,NA,"","Carina Witthoeft","R",NA,"GER",22.20396988,71,832,"6-7(6) 7-5 6-2",3,"R32",149,5,4,109,64,41,20,16,6,11,0,3,116,81,45,12,16,11,19,1
"968","2017-1082","Prague","Clay",32,"I",20170501,271,211533,NA,"","Jelena Ostapenko","R",NA,"LAT",19.89596167,50,1080,201615,NA,"","Lesia Tsurenko","R",174,"UKR",27.92060233,44,1265,"6-4 6-3",3,"R32",79,5,7,71,38,27,12,10,7,11,4,5,53,38,21,3,9,4,10,1
"969","2017-1082","Prague","Clay",32,"I",20170501,270,201496,2,"","Caroline Wozniacki","R",177,"DEN",26.80629706,11,3850,201595,NA,"","Misaki Doi","L",159,"JPN",26.00684463,52,1050,"6-0 7-5",3,"R32",87,5,4,63,41,30,11,9,3,4,0,0,58,37,20,7,9,2,7,1
"970","2017-1005","Rabat","Clay",32,"I",20170501,300,201499,1,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.82888433,16,2475,201212,NA,"WC","Francesca Schiavone","R",166,"ITA",36.85420945,100,602,"7-5 7-5",3,"F",103,1,6,69,47,30,10,12,4,7,4,4,76,50,33,8,12,4,9,1
"971","2017-1005","Rabat","Clay",32,"I",20170501,299,201499,1,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.82888433,16,2475,201506,NA,"","Sara Errani","R",164,"ITA",30.00684463,102,571,"6-4 6-0",3,"SF",77,0,1,47,32,19,9,8,1,3,0,0,64,49,21,5,8,5,11,1
"972","2017-1005","Rabat","Clay",32,"I",20170501,298,201212,NA,"WC","Francesca Schiavone","R",166,"ITA",36.85420945,100,602,201478,NA,"","Varvara Lepchenko","L",180,"USA",30.94592745,73,815,"7-5 6-4",3,"SF",121,2,3,77,43,23,18,11,2,6,2,1,82,65,35,5,11,9,15,1
"973","2017-1005","Rabat","Clay",32,"I",20170501,297,201499,1,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.82888433,16,2475,201616,7,"","Lauren Davis","R",157,"USA",23.55920602,35,1455,"6-4 3-6 6-3",3,"QF",132,2,5,90,51,31,16,14,6,11,1,8,81,46,32,10,14,3,9,1
"974","2017-1005","Rabat","Clay",32,"I",20170501,296,201506,NA,"","Sara Errani","R",164,"ITA",30.00684463,102,571,201611,3,"","Daria Gavrilova","R",NA,"AUS",23.15674196,26,1715,"7-6(5) 6-4",3,"QF",114,0,2,83,72,40,1,11,8,15,1,8,67,48,24,3,11,5,13,1
"975","2017-1005","Rabat","Clay",32,"I",20170501,295,201212,NA,"WC","Francesca Schiavone","R",166,"ITA",36.85420945,100,602,213583,NA,"","Tatjana Maria","R",NA,"GER",29.7303217,104,559,"6-1 4-6 6-3",3,"QF",114,1,2,69,49,37,9,13,2,5,3,3,92,54,33,12,13,8,14,1
"976","2017-1005","Rabat","Clay",32,"I",20170501,294,201478,NA,"","Varvara Lepchenko","L",180,"USA",30.94592745,73,815,214263,NA,"","Catherine Cartan Bellis","R",NA,"USA",18.06433949,59,966,"6-3 6-2",3,"QF",65,3,0,40,30,23,7,8,0,1,0,2,57,30,14,13,9,6,11,1
"977","2017-1005","Rabat","Clay",32,"I",20170501,293,201499,1,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.82888433,16,2475,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.89801506,41,1275,"6-2 7-5",3,"R16",89,4,3,67,37,24,17,10,4,6,0,5,67,40,22,12,10,5,10,1
"978","2017-1005","Rabat","Clay",32,"I",20170501,292,201616,7,"","Lauren Davis","R",157,"USA",23.55920602,35,1455,201435,NA,"","Kateryna Bondarenko","R",175,"UKR",30.72963723,94,658,"6-1 6-2",3,"R16",70,0,4,51,32,19,10,7,2,4,0,3,51,32,13,5,8,5,12,1
"979","2017-1005","Rabat","Clay",32,"I",20170501,291,201611,3,"","Daria Gavrilova","R",NA,"AUS",23.15674196,26,1715,210722,NA,"","Elise Mertens","U",NA,"BEL",21.45379877,53,1046,"6-2 6-1",3,"R16",71,0,1,37,26,18,9,7,1,2,0,3,62,43,20,5,8,7,13,1
"980","2017-1005","Rabat","Clay",32,"I",20170501,290,201506,NA,"","Sara Errani","R",164,"ITA",30.00684463,102,571,201590,8,"","Alison Riske","R",NA,"USA",26.82819986,40,1320,"7-6(7) 6-7(4) 6-2",3,"R16",176,0,1,120,102,53,9,16,13,20,4,3,118,80,42,15,16,3,12,1
"981","2017-1005","Rabat","Clay",32,"I",20170501,289,213583,NA,"","Tatjana Maria","R",NA,"GER",29.7303217,104,559,201468,NA,"","Yaroslava Shvedova","R",180,"KAZ",29.63449692,51,1076,"6-3 6-4",3,"R16",80,6,0,56,28,20,17,10,1,3,1,3,56,31,16,14,9,4,8,1
"982","2017-1005","Rabat","Clay",32,"I",20170501,288,201212,NA,"WC","Francesca Schiavone","R",166,"ITA",36.85420945,100,602,202681,NA,"Q","Gabriela Dabrowski","R",NA,"CAN",25.08145106,348,117,"6-4 6-4",3,"R16",99,1,1,62,37,24,11,10,3,6,0,2,80,58,26,13,10,6,11,1
"983","2017-1005","Rabat","Clay",32,"I",20170501,287,201478,NA,"","Varvara Lepchenko","L",180,"USA",30.94592745,73,815,201709,5,"","Yulia Putintseva","R",NA,"KAZ",22.31348392,32,1505,"1-6 6-4 6-1",3,"R16",135,0,2,87,69,45,6,12,5,9,0,3,75,50,29,12,12,1,6,1
"984","2017-1005","Rabat","Clay",32,"I",20170501,286,214263,NA,"","Catherine Cartan Bellis","R",NA,"USA",18.06433949,59,966,201490,2,"","Timea Bacsinszky","R",NA,"SUI",27.89596167,27,1634,"6-7(3) 7-5 7-5",3,"R16",188,1,5,146,84,49,33,18,20,26,4,5,116,71,43,19,18,11,19,1
"985","2017-1005","Rabat","Clay",32,"I",20170501,285,201499,1,"","Anastasia Pavlyuchenkova","R",177,"RUS",25.82888433,16,2475,202424,NA,"Q","Conny Perrin","R",NA,"SUI",26.34907598,199,263,"6-2 7-6(6)",3,"R32",95,1,1,68,47,32,12,10,1,3,1,2,74,50,29,9,10,5,9,1
"986","2017-1005","Rabat","Clay",32,"I",20170501,284,201505,NA,"","Ekaterina Makarova","L",178,"RUS",28.89801506,41,1275,201518,NA,"","Yanina Wickmayer","R",182,"BEL",27.52908966,74,813,"6-3 6-2",3,"R32",73,0,4,58,35,27,10,9,2,4,1,7,52,26,16,7,8,3,8,1
"987","2017-1005","Rabat","Clay",32,"I",20170501,283,201435,NA,"","Kateryna Bondarenko","R",175,"UKR",30.72963723,94,658,201562,NA,"LL","Silvia Soler Espinosa","R",NA,"ESP",29.44832307,159,357,"6-1 6-4",3,"R32",84,3,4,71,43,29,14,9,3,4,1,4,57,38,21,6,8,4,8,1
"988","2017-1005","Rabat","Clay",32,"I",20170501,282,201616,7,"","Lauren Davis","R",157,"USA",23.55920602,35,1455,206408,NA,"Q","Nadia Podoroska","U",NA,"ARG",20.21902806,166,331,"6-2 6-1",3,"R32",71,1,5,56,33,26,8,8,5,7,0,5,36,22,7,3,7,0,6,1
"989","2017-1005","Rabat","Clay",32,"I",20170501,281,201611,3,"","Daria Gavrilova","R",NA,"AUS",23.15674196,26,1715,202628,NA,"","Maryna Zanevska","R",NA,"UKR",23.68514716,114,512,"6-2 6-2",3,"R32",66,1,2,46,26,19,9,8,5,7,0,5,43,21,12,3,8,3,9,1
"990","2017-1005","Rabat","Clay",32,"I",20170501,280,210722,NA,"","Elise Mertens","U",NA,"BEL",21.45379877,53,1046,201426,NA,"","Pauline Parmentier","R",175,"FRA",31.24709103,70,835,"4-6 7-6(7) 6-2",3,"R32",149,2,2,100,76,37,7,15,6,15,3,7,119,73,35,19,15,13,23,1
"991","2017-1005","Rabat","Clay",32,"I",20170501,279,201506,NA,"","Sara Errani","R",164,"ITA",30.00684463,102,571,215020,NA,"WC","Anna Blinkova","R",NA,"RUS",18.63928816,127,437,"6-3 6-3",3,"R32",83,0,0,52,43,29,4,9,0,2,0,7,66,35,23,9,9,4,9,1
"992","2017-1005","Rabat","Clay",32,"I",20170501,278,201590,8,"","Alison Riske","R",NA,"USA",26.82819986,40,1320,201427,NA,"","Alize Cornet","R",173,"FRA",27.27173169,43,1272,"6-2 6-4",3,"R32",94,1,4,65,42,24,12,9,5,8,0,4,52,30,11,11,9,4,10,1
"993","2017-1005","Rabat","Clay",32,"I",20170501,277,213583,NA,"","Tatjana Maria","R",NA,"GER",29.7303217,104,559,201593,6,"","Irina Camelia Begu","R",181,"ROU",26.68035592,29,1616,"6-3 6-1",3,"R32",68,2,1,42,22,18,13,8,0,1,0,5,50,29,13,8,8,5,10,1
"994","2017-1005","Rabat","Clay",32,"I",20170501,276,201468,NA,"","Yaroslava Shvedova","R",180,"KAZ",29.63449692,51,1076,202434,NA,"Q","Aleksandra Krunic","R",NA,"SRB",24.12867899,128,432,"6-2 7-6(7)",3,"R32",91,2,1,65,43,28,14,10,1,3,2,3,73,53,29,9,10,5,9,1
"995","2017-1005","Rabat","Clay",32,"I",20170501,275,202681,NA,"Q","Gabriela Dabrowski","R",NA,"CAN",25.08145106,348,117,206354,NA,"WC","Lina Qostal","R",NA,"MAR",20.13963039,NA,NA,"6-1 6-0",3,"R32",52,1,1,30,23,20,5,6,2,2,1,9,49,18,9,9,7,5,11,1
"996","2017-1005","Rabat","Clay",32,"I",20170501,274,201212,NA,"WC","Francesca Schiavone","R",166,"ITA",36.85420945,100,602,201693,4,"","Timea Babos","R",179,"HUN",23.97535934,34,1485,"6-4 6-1",3,"R32",88,4,5,69,35,24,16,8,7,9,3,6,61,33,18,11,9,4,10,1
"997","2017-1005","Rabat","Clay",32,"I",20170501,273,201709,5,"","Yulia Putintseva","R",NA,"KAZ",22.31348392,32,1505,201492,NA,"","Andrea Petkovic","R",180,"GER",29.64271047,79,765,"6-3 6-4",3,"R32",101,2,4,72,49,28,9,10,9,14,0,1,51,37,16,3,9,4,11,1
"998","2017-1005","Rabat","Clay",32,"I",20170501,272,201478,NA,"","Varvara Lepchenko","L",180,"USA",30.94592745,73,815,201465,NA,"","Kirsten Flipkens","R",165,"BEL",31.3045859,92,676,"6-3 1-6 6-3",3,"R32",108,0,1,80,58,30,16,12,3,7,0,5,81,46,29,16,13,5,10,1
"999","2017-1005","Rabat","Clay",32,"I",20170501,271,214263,NA,"","Catherine Cartan Bellis","R",NA,"USA",18.06433949,59,966,211702,NA,"","Nao Hibino","R",NA,"JPN",22.42299795,81,743,"6-1 4-6 7-5",3,"R32",122,1,3,98,56,41,23,14,10,12,1,4,88,52,34,18,15,5,10,1
"1000","2017-1005","Rabat","Clay",32,"I",20170501,270,201490,2,"","Timea Bacsinszky","R",NA,"SUI",27.89596167,27,1634,201596,NA,"","Johanna Larsson","R",174,"SWE",28.70362765,54,1015,"6-3 6-1",3,"R32",79,2,0,47,28,16,14,8,1,3,0,5,58,39,18,5,8,4,10,1
"1001","2017-M021","Madrid","Clay",64,"P",20170508,300,201594,3,"","Simona Halep","R",168,"ROU",25.61259411,8,4206,201540,14,"","Kristina Mladenovic","R",184,"FRA",23.9835729,17,2375,"7-5 6-7(5) 6-2",3,"F",164,1,4,122,99,64,10,16,4,7,1,2,108,62,40,24,16,7,13,1
"1002","2017-M021","Madrid","Clay",64,"P",20170508,299,201540,14,"","Kristina Mladenovic","R",184,"FRA",23.9835729,17,2375,201320,8,"","Svetlana Kuznetsova","R",174,"RUS",31.86310746,9,4060,"6-4 7-6(4)",3,"SF",103,1,4,68,38,28,16,11,0,1,5,4,80,55,39,11,11,8,10,1
"1003","2017-M021","Madrid","Clay",64,"P",20170508,298,201594,3,"","Simona Halep","R",168,"ROU",25.61259411,8,4206,201545,NA,"","Anastasija Sevastova","U",NA,"LAT",27.06913073,22,1830,"6-2 6-3",3,"SF",73,0,4,50,39,29,3,8,3,4,0,0,60,45,23,7,9,4,9,1
"1004","2017-M021","Madrid","Clay",64,"P",20170508,297,201320,8,"","Svetlana Kuznetsova","R",174,"RUS",31.86310746,9,4060,202446,NA,"","Eugenie Bouchard","R",NA,"CAN",23.19780972,60,976,"6-4 6-0",3,"QF",77,3,1,45,32,24,9,8,1,1,1,2,52,35,19,6,8,5,9,1
"1005","2017-M021","Madrid","Clay",64,"P",20170508,296,201540,14,"","Kristina Mladenovic","R",184,"FRA",23.9835729,17,2375,201514,NA,"WC","Sorana Cirstea","R",176,"ROU",27.08555784,83,701,"6-4 6-4",3,"QF",76,3,7,55,35,28,7,10,3,5,1,3,59,40,23,10,10,3,7,1
"1006","2017-M021","Madrid","Clay",64,"P",20170508,295,201594,3,"","Simona Halep","R",168,"ROU",25.61259411,8,4206,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.42094456,20,1868,"6-1 6-1",3,"QF",59,2,0,43,33,25,6,7,3,3,2,2,43,22,10,9,7,4,9,1
"1007","2017-M021","Madrid","Clay",64,"P",20170508,294,201545,NA,"","Anastasija Sevastova","U",NA,"LAT",27.06913073,22,1830,202428,NA,"","Kiki Bertens","R",182,"NED",25.40999316,19,1879,"6-3 6-3",3,"QF",70,0,1,49,33,24,13,9,0,0,2,1,63,43,27,10,9,2,5,1
"1008","2017-M021","Madrid","Clay",64,"P",20170508,293,202446,NA,"","Eugenie Bouchard","R",NA,"CAN",23.19780972,60,976,201493,1,"","Angelique Kerber","L",173,"GER",29.30321697,2,6945,"6-3 5-0 RET",3,"R16",57,1,3,48,31,20,6,7,2,5,0,3,39,27,10,1,7,2,9,1
"1009","2017-M021","Madrid","Clay",64,"P",20170508,292,201320,8,"","Svetlana Kuznetsova","R",174,"RUS",31.86310746,9,4060,202492,NA,"Q","Qiang Wang","R",NA,"CHN",25.31416838,64,934,"6-4 7-5",3,"R16",88,1,1,65,49,34,8,11,2,4,0,2,62,42,24,15,11,6,10,1
"1010","2017-M021","Madrid","Clay",64,"P",20170508,291,201540,14,"","Kristina Mladenovic","R",184,"FRA",23.9835729,17,2375,206219,NA,"Q","Oceane Dodin","R",NA,"FRA",20.53661875,63,945,"6-2 6-1",3,"R16",58,11,4,48,34,27,8,8,3,3,1,7,55,31,18,8,7,5,9,1
"1011","2017-M021","Madrid","Clay",64,"P",20170508,290,201514,NA,"WC","Sorana Cirstea","R",176,"ROU",27.08555784,83,701,201595,NA,"","Misaki Doi","L",159,"JPN",26.02600958,53,1070,"7-5 3-6 6-1",3,"R16",116,11,3,84,47,35,20,14,1,3,1,2,100,57,38,21,14,6,10,1
"1012","2017-M021","Madrid","Clay",64,"P",20170508,289,201535,NA,"","Coco Vandeweghe","R",185,"USA",25.42094456,20,1868,201521,NA,"","Carla Suarez Navarro","R",162,"ESP",28.67624914,24,1755,"5-7 6-4 7-5",3,"R16",147,5,3,103,61,45,19,17,8,13,2,0,114,88,45,19,17,7,13,1
"1013","2017-M021","Madrid","Clay",64,"P",20170508,288,201594,3,"","Simona Halep","R",168,"ROU",25.61259411,8,4206,201325,16,"","Samantha Stosur","R",172,"AUS",33.10609172,26,1665,"6-4 4-6 6-4",3,"R16",111,1,2,84,63,48,11,15,3,5,3,1,86,61,42,13,15,0,3,1
